name, rating, votes, link, image, plot, genres, runtime, certificate, keywords, countriesOfOrigin, meterRanking, meterRankChange, directors, writers, stars, topCast, budget, openingWeekendGross, lifetimeGross, worldwideGross, filmingLocations, spokenLanguages, soundMix, aspectRatio, color, awardWins, awardNominations, titleType, isSeries, isEpisode, isAdult
"Silo", "8.1", "215050", "https://www.imdb.com/title/tt14688458/", "https://m.media-amazon.com/images/M/MV5BN2E5ODJmOTUtYTk0NS00NmFiLTk0MTgtZDRlNzE1YmExMjk4XkEyXkFqcGc@._V1_.jpg", "Men and women live in a giant silo underground with several regulations which they believe are in place to protect them from the toxic and ruined world on the surface.", "Drama, Mystery, Sci-Fi", "0", "TV-MA", "dystopia, underground city, post apocalypse, hidden history, lost technology", "US", "94", "UP 22", "", "", "Rebecca Ferguson, Common, Chinaza Uche", "Rebecca Ferguson, Common, Chinaza Uche, Harriet Walter", "", "", "", "", "Hertfordshire, England, UK", "English", "Dolby Atmos", "", "Color", "4", "30", "TV Series", "True", "False", "False"
"Backrooms", "8.2", "3151", "https://www.imdb.com/title/tt20863294/", "https://m.media-amazon.com/images/M/MV5BOWY0ZmIzZDQtZDM5Yi00ZjE0LWJhMzItNDM2OTAxOWNhZDkyXkEyXkFqcGc@._V1_.jpg", "An analog horror series revolving around a mysterious alternate dimension known as the Backrooms.", "Horror, Mystery, Sci-Fi", "0", "Not Rated", "found footage, backrooms, found footage horror, laboratory, interdimensional sci fi", "US", "24", "UP 191", "", "", "Kane Parsons, Aakash Valdivia, Julie Kavner", "Kane Parsons, Aakash Valdivia, Julie Kavner, Nathan Barnatt", "", "", "", "", "", "English", "", "4:3", "Color", "0", "0", "TV Series", "True", "False", "False"
"Marshals", "6.1", "13785", "https://www.imdb.com/title/tt36849871/", "https://m.media-amazon.com/images/M/MV5BOTk4NThjNzgtMjVjNi00MjdjLWE1NDctMzRhNTI1Y2RiN2NkXkEyXkFqcGc@._V1_.jpg", "Ex-Navy SEAL Kayce Dutton leaves the Yellowstone ranch to work with an elite U.S. Marshals team.", "Action, Crime, Drama", "0", "TV-14", "yellowstone franchise, police investigation, united states of america, law enforcement, widower", "US", "19", "UP 2", "", "", "Luke Grimes, Logan Marshall-Green, Arielle Kebbel", "Luke Grimes, Logan Marshall-Green, Arielle Kebbel, Ash Santos", "", "", "", "", "Park city, Utah, USA", "English", "Stereo", "16:9 HD", "Color", "0", "0", "TV Series", "True", "False", "False"
"Criminal Minds", "8.1", "239754", "https://www.imdb.com/title/tt0452046/", "https://m.media-amazon.com/images/M/MV5BZmEyNTAyZDEtMTlhNS00ZTJjLWI1OWEtNWMzNzFhMWNjMDY2XkEyXkFqcGc@._V1_.jpg", "The FBI&apos;s Behavioral Analysis Unit in Quantico helps police solve violent serial crimes using profiling. Team members analyze evidence and psychology to catch unknown subjects, but their demanding work affects personal lives.", "Crime, Drama, Mystery", "0", "TV-14", "murder, serial killer, serial murder, solving crime, violence", "US", "31", "UP 49", "", "", "Kirsten Vangsness, A.J. Cook, Matthew Gray Gubler", "Kirsten Vangsness, A.J. Cook, Matthew Gray Gubler, Joe Mantegna", "", "", "", "", "Vancouver, British Columbia, Canada", "English", "Dolby Digital", "", "Color", "24", "35", "TV Series", "True", "False", "False"
"Stranger Things", "8.6", "1706844", "https://www.imdb.com/title/tt4574334/", "https://m.media-amazon.com/images/M/MV5BNjRiMTA4NWUtNmE0ZC00NGM0LWJhMDUtZWIzMDM5ZDIzNTg3XkEyXkFqcGc@._V1_.jpg", "In 1980s Indiana, a group of young friends witness supernatural forces and secret government exploits. As they search for answers, the children unravel a series of extraordinary mysteries.", "Drama, Fantasy, Horror", "0", "TV-MA", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"Invincible", "8.7", "342174", "https://www.imdb.com/title/tt6741278/", "https://m.media-amazon.com/images/M/MV5BZGM5MmM2ZDAtMzBjNS00NjMxLWE4ZTMtNzFjMWMxYzU2ZThjXkEyXkFqcGc@._V1_.jpg", "When 17-year-old Mark Grayson inherits superpowers, he becomes the superhero Invincible.", "Animation, Action, Adventure", "0", "TV-MA", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"Buffy the Vampire Slayer", "8.3", "174754", "https://www.imdb.com/title/tt0118276/", "https://m.media-amazon.com/images/M/MV5BMDk4MGVkNDAtZjQwZi00MDc3LWE4MmEtY2YyODQ2NDQyMjgxXkEyXkFqcGc@._V1_.jpg", "A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.", "Action, Adventure, Drama", "0", "TV-14", "vampire, action heroine, double life, high school, destiny", "US", "42", "UP 207", "", "", "Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan", "Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan, Anthony Head", "USD 2,300,000", "", "", "", "1313 Cota Ave, Torrance, California, USA", "English", "Dolby, Dolby Digital", "1.33 : 1", "Color", "55", "136", "TV Series", "True", "False", "False"
"The Sopranos", "9.2", "581879", "https://www.imdb.com/title/tt0141842/", "https://m.media-amazon.com/images/M/MV5BZjYwNWQwOTMtMzYwOS00NTcxLWFhNTYtNGQ4YjdmYTcyNDFkXkEyXkFqcGc@._V1_.jpg", "New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling.", "Crime, Drama", "0", "TV-MA", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"Shingeki no kyojin", "9.1", "721240", "https://www.imdb.com/title/tt2560140/", "https://m.media-amazon.com/images/M/MV5BZjliODY5MzQtMmViZC00MTZmLWFhMWMtMjMwM2I3OGY1MTRiXkEyXkFqcGc@._V1_.jpg", "In a world where humanity shelters behind towering walls from man-eating Titans, a determined teen joins the elite Survey Corps to fight the giants and uncover the secrets of their origin.", "Animation, Action, Adventure", "0", "TV-MA", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"Person of Interest", "8.5", "209738", "https://www.imdb.com/title/tt1839578/", "https://m.media-amazon.com/images/M/MV5BOTcxNDJiMTUtN2ZhZS00OGE1LWJmZmYtN2VhYThiZTBhYWM1XkEyXkFqcGc@._V1_.jpg", "An off-the-grid and presumed-dead former CIA agent, John Reese, is hired by a mysterious tech billionaire software genius, Harold Finch, to prevent violent crimes before they happen in New York City via an advanced surveillance so...", "Action, Crime, Drama", "0", "TV-14", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"Law &amp; Order: Special Victims Unit", "8.1", "144991", "https://www.imdb.com/title/tt0203259/", "https://m.media-amazon.com/images/M/MV5BMTU0NGIwMGQtNzk1OC00MzcxLTk0NDYtYWYyMjA3Mzg0ZWFkXkEyXkFqcGc@._V1_.jpg", "Follows the NYPD&apos;s specially trained squad of detectives who investigate sex crimes, including rape, paedophilia, child abuse, human trafficking and domestic violence.", "Crime, Drama, Mystery", "0", "TV-14", "shared universe, date rape, police, police procedural crime, cop drama", "US", "62", "UP 6", "", "", "Mariska Hargitay, Christopher Meloni, Ice-T", "Mariska Hargitay, Christopher Meloni, Ice-T, Dann Florek", "", "", "", "", "Pier 59 Studios, Chelsea Piers, Pier 59 - West 18th Street & West Side Highway, Chelsea, Manhattan, New York City, New York, USA", "English", "Stereo", "", "Color", "59", "181", "TV Series", "True", "False", "False"
"Nemesis", "6", "3847", "https://www.imdb.com/title/tt36022742/", "https://m.media-amazon.com/images/M/MV5BMGYzNjUyYWYtNDg2NC00NzAxLTlkMDUtMmYxZWZmZmYzYmZjXkEyXkFqcGc@._V1_.jpg", "LA crime drama pits master thief Coltrane Wilder against detective Isaiah Stiles, challenging heist genre norms while examining what drives, sustains and destroys people.", "Action, Crime, Drama", "0", "TV-MA", "", "US", "28", "DOWN 18", "", "", "Matthew Law, Cleopatra Coleman, Y'lan Noel", "Matthew Law, Cleopatra Coleman, Y'lan Noel, Gabrielle Dennis", "", "", "", "", "Los Angeles, California, USA", "English", "Dolby Atmos", "16:9 HD", "Color", "0", "0", "TV Series", "True", "False", "False"
"Tip Toe", "7.6", "398", "https://www.imdb.com/title/tt35768911/", "https://m.media-amazon.com/images/M/MV5BOGYxOWY5ZDYtYWE1ZS00OGJhLTkzNzctNTBmMWEzYjk2ZmVlXkEyXkFqcGc@._V1_.jpg", "Neighbors Leo, a Canal Street bar owner, and Clive, an electrician with two sons, find their lives unraveling as social tensions rise. Simple disagreements escalate into dangerous hostility in their Manchester suburb.", "Drama", "0", "", "tv mini series, bar owner, gay actor gay character, gay, gay interest", "GB", "48", "UP 265", "", "", "Elizabeth Berrington, Pooky Quesnel, Paul Rhys", "Elizabeth Berrington, Pooky Quesnel, Paul Rhys, Jackson Connor", "", "", "", "", "", "", "", "", "", "0", "0", "TV Mini Series", "True", "False", "False"
"The Mentalist", "8.2", "230906", "https://www.imdb.com/title/tt1196946/", "https://m.media-amazon.com/images/M/MV5BMTQ5OTgzOTczM15BMl5BanBnXkFtZTcwMDM2OTY4MQ@@._V1_.jpg", "Famous &quot;psychic&quot;, Patrick Jane, outs himself as a fake, and using his heightened observational skills and impeccable knowledge of the human psyche, he works with the police so he can find &quot;Red John&quot;, the madman who killed his family.", "Crime, Drama, Mystery", "0", "TV-14", "solving crime, criminal psychology, brilliant mind, male protagonist, criminal investigation", "US", "47", "UP 7", "", "", "Simon Baker, Robin Tunney, Tim Kang", "Simon Baker, Robin Tunney, Tim Kang, Owain Yeoman", "", "", "", "", "Sacramento, California, USA", "English", "Dolby Digital", "1.78 : 1", "Color", "4", "16", "TV Series", "True", "False", "False"
"The Walking Dead", "8.1", "1199246", "https://www.imdb.com/title/tt1520211/", "https://m.media-amazon.com/images/M/MV5BYWQwMGRhNGEtZTNhMy00MzVjLWJhMjItYjcwMDljMTkyNTg2XkEyXkFqcGc@._V1_.jpg", "Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.", "Drama, Horror, Thriller", "0", "TV-MA", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"Maximum Pleasure Guaranteed", "7", "1427", "https://www.imdb.com/title/tt35946742/", "https://m.media-amazon.com/images/M/MV5BZDA5NjZkM2MtYTFlMC00MGRhLWIwMGMtNTgyYzllYzUyNDY1XkEyXkFqcGc@._V1_.jpg", "A divorced mom gets caught up in a perilous web of blackmail, murder, and youth soccer.", "Comedy, Drama, Mystery", "0", "TV-MA", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"The Wire", "9.3", "432158", "https://www.imdb.com/title/tt0306414/", "https://m.media-amazon.com/images/M/MV5BYjIxZTMwZmUtOTUzYS00YmU2LWJhNDAtNzA2NDg0NDA0MjVkXkEyXkFqcGc@._V1_.jpg", "The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement.", "Crime, Drama, Thriller", "0", "TV-MA", "baltimore maryland, drug trafficking, police department politics, corruption, urban decay", "US", "70", "UP 3", "", "", "Dominic West, Lance Reddick, Sonja Sohn", "Dominic West, Lance Reddick, Sonja Sohn, John Doman", "", "", "", "", "Baltimore, Maryland, USA", "English, Greek, Mandarin, Spanish", "", "4:3", "Color", "18", "59", "TV Series", "True", "False", "False"
"Band of Brothers", "9.4", "595888", "https://www.imdb.com/title/tt0185906/", "https://m.media-amazon.com/images/M/MV5BYjdlNGJlYjQtMDU2Mi00ZjA1LWEwYzgtYzlmNDM5MmE1ZGUwXkEyXkFqcGc@._V1_.jpg", "The men of Easy Company, 506th Parachute Infantry Regiment, train for war and fight across Europe during World War II, forging bonds of brotherhood amid the brutal realities of combat.", "Action, Drama, History", "0", "TV-MA", "world war two soldier, netherlands, military, world war two, 20th century", "GB", "78", "UP 43", "", "", "Scott Grimes, Damian Lewis, Ron Livingston", "Scott Grimes, Damian Lewis, Ron Livingston, Matthew Leitch", "USD 125,000,000", "", "", "", "Ashdown Forest, East Sussex, England, UK", "English, German, French, Dutch, Latin, Polish, Spanish", "Dolby Digital", "1.78 : 1", "Color", "34", "26", "TV Mini Series", "True", "False", "False"
"Better Call Saul", "9", "840217", "https://www.imdb.com/title/tt3032476/", "https://m.media-amazon.com/images/M/MV5BNDdjNTEzMjMtYjM3Mi00NzQ3LWFlNWMtZjdmYWU3ZDkzMjk1XkEyXkFqcGc@._V1_.jpg", "Albuquerque lawyer Jimmy McGill scrapes for clients and respect, but every win drags him closer to shady deals, dangerous players, and the alter ego Saul Goodman.", "Crime, Drama", "0", "TV-MA", "lawyer, drug trade, spin off, organized crime, psychosomatic illness", "US", "49", "UP 3", "", "", "Bob Odenkirk, Rhea Seehorn, Jonathan Banks", "Bob Odenkirk, Rhea Seehorn, Jonathan Banks, Patrick Fabian", "", "", "", "", "Albuquerque, New Mexico, USA", "English, Spanish, Vietnamese", "Stereo, Dolby Digital", "", "Color", "66", "317", "TV Series", "True", "False", "False"
"The Handmaid&apos;s Tale", "8.3", "299569", "https://www.imdb.com/title/tt5834204/", "https://m.media-amazon.com/images/M/MV5BMWIxMzk4NmItZmM1YS00ODUyLWFlNjgtZDQ4MzljZTZmZDQ5XkEyXkFqcGc@._V1_.jpg", "Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.", "Drama, Sci-Fi, Thriller", "0", "TV-MA", "rape, dystopia, slavery, torture, violence", "US", "45", "UP 19", "", "", "Elisabeth Moss, Yvonne Strahovski, Ann Dowd", "Elisabeth Moss, Yvonne Strahovski, Ann Dowd, Madeline Brewer", "", "", "", "", "Cambridge, Ontario, Canada", "English, German", "Dolby Digital", "2.00 : 1", "Color", "97", "299", "TV Series", "True", "False", "False"
"Beef", "8", "174126", "https://www.imdb.com/title/tt14403178/", "https://m.media-amazon.com/images/M/MV5BMGNlNDkyYzItNTg5Yy00NGFiLWJhYTctODE5NjNkYjk4ZDUwXkEyXkFqcGc@._V1_.jpg", "Minor conflicts spiral into consuming feuds between individuals, exposing pride, resentment, and hidden pain.", "Comedy, Drama", "0", "TV-MA", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"The Office", "9", "835306", "https://www.imdb.com/title/tt0386676/", "https://m.media-amazon.com/images/M/MV5BZjQwYzBlYzUtZjhhOS00ZDQ0LWE0NzAtYTk4MjgzZTNkZWEzXkEyXkFqcGc@._V1_.jpg", "A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, tedium and romance.", "Comedy", "0", "TV-14", "mockumentary, office, office romance, sitcom, employer employee relationship", "US", "63", "UP 3", "", "", "Steve Carell, Jenna Fischer, John Krasinski", "Steve Carell, Jenna Fischer, John Krasinski, Rainn Wilson", "", "", "", "", "Scranton, Pennsylvania, USA", "English, Spanish, German, French", "", "1.78 : 1", "Color", "61", "211", "TV Series", "True", "False", "False"
"Margo&apos;s Got Money Troubles", "7.3", "10387", "https://www.imdb.com/title/tt31137273/", "https://m.media-amazon.com/images/M/MV5BOTI2NDRhZWUtZDQwOC00OTk1LTk3Y2QtNmFlZjczOTMyZjM5XkEyXkFqcGc@._V1_.jpg", "A young mother struggles to make ends meet. When her estranged father offers help, she starts an OnlyFans account using his advice from pro wrestling. Though successful, she wonders if Internet fame comes at too high a cost.", "Comedy, Drama", "0", "TV-MA", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"Clarkson&apos;s Farm", "9", "86250", "https://www.imdb.com/title/tt10541088/", "https://m.media-amazon.com/images/M/MV5BNzA1Yzk0NzEtMmQwNi00ZmQyLWFmYTUtM2NjYjBkMGE3NDRkXkEyXkFqcGc@._V1_.jpg", "Follow Jeremy Clarkson as he attempts to run a farm in the countryside.", "Documentary, Comedy, Reality-TV", "0", "TV-PG", "farm, england, farming, cotswolds, farmhand", "GB", "59", "UP 295", "", "", "Jeremy Clarkson, Kaleb Cooper, Charlie Ireland", "Jeremy Clarkson, Kaleb Cooper, Charlie Ireland, Lisa Hogan", "", "", "", "", "", "English", "Dolby Digital", "", "Color", "0", "2", "TV Series", "True", "False", "False"
"Michael Jackson: The Verdict", "4.5", "4596", "https://www.imdb.com/title/tt42873612/", "https://m.media-amazon.com/images/M/MV5BMDBmZTNhY2UtNmRlZC00NzczLWI2YTQtNDkzZDlhNzJiZWYxXkEyXkFqcGc@._V1_.jpg", "Key players from inside the courtroom recount the trial of Michael Jackson, examining his complex legacy.", "Documentary, Crime", "0", "TV-MA", "tv mini series, crime documentary", "US", "60", "UP 996", "", "", "Michael Jackson, Ron Zonen, Brian Oxman", "Michael Jackson, Ron Zonen, Brian Oxman, Diane Dimond", "", "", "", "", "", "English", "", "", "", "0", "0", "TV Mini Series", "True", "False", "False"
"The White Lotus", "8", "326644", "https://www.imdb.com/title/tt13406094/", "https://m.media-amazon.com/images/M/MV5BZmM1MGM0MDQtZTAzNy00ZGJkLWI4MDUtNjBmMzdhYjhlM2QwXkEyXkFqcGc@._V1_.jpg", "The exploits of various guests and employees of a luxury resort over the span of a week.", "Comedy, Drama, Mystery", "0", "TV-MA", "satire, hawaii, vacation, resort, social commentary", "US", "61", "DOWN 3", "", "", "Jon Gries, Natasha Rothwell, Jennifer Coolidge", "Jon Gries, Natasha Rothwell, Jennifer Coolidge, Leslie Bibb", "", "", "", "", "Four Seasons Resort Maui at Wailea, Maui, Hawaii, USA", "English", "Dolby Digital", "1.78 : 1", "Color", "82", "228", "TV Series", "True", "False", "False"
"The Vampire Lestat", "7.6", "40004", "https://www.imdb.com/title/tt3960394/", "https://m.media-amazon.com/images/M/MV5BYmE0MjUzY2YtYTU3Yi00ZGUzLWE3MmQtM2M2Y2QyYWZmYjkwXkEyXkFqcGc@._V1_.jpg", "A vampire tells his epic story of love, blood, and the perils of immortality to a journalist.", "Drama, Fantasy, Horror", "0", "TV-MA", "gothic, based on the works of anne rice, new orleans louisiana, child vampire, homoeroticism", "US", "62", "UP 145", "", "", "Jacob Anderson, Sam Reid, Eric Bogosian", "Jacob Anderson, Sam Reid, Eric Bogosian, Assad Zaman", "", "", "", "", "Czech Republic", "English", "", "2.00 : 1", "Color", "6", "47", "TV Series", "True", "False", "False"
"The Bear", "8.5", "310473", "https://www.imdb.com/title/tt14452776/", "https://m.media-amazon.com/images/M/MV5BMjk2NWI5OTctODcwYy00NGRmLWFmN2YtOTZiNzFiYjVlODBkXkEyXkFqcGc@._V1_.jpg", "A young chef from the fine dining world returns to Chicago to run his family&apos;s sandwich shop.", "Comedy, Drama", "0", "TV-MA", "chef, chicago illinois, family business, restaurant kitchen, cousin cousin relationship", "US", "74", "UP 3", "", "", "Ebon Moss-Bachrach, Ayo Edebiri, Lionel Boyce", "Ebon Moss-Bachrach, Ayo Edebiri, Lionel Boyce, Liza Colón-Zayas", "", "", "", "", "666 North Orleans Street, Chicago, Illinois, USA", "English, Spanish", "Dolby Surround 7.1", "1.78 : 1", "Color", "116", "210", "TV Series", "True", "False", "False"
"The Madison", "7.8", "19427", "https://www.imdb.com/title/tt33204276/", "https://m.media-amazon.com/images/M/MV5BZGFiODdjY2UtNzAxZC00Mjc3LWJiZTQtYzQ2ZTM3ZWMzNjk0XkEyXkFqcGc@._V1_.jpg", "A New York family&apos;s life unravels after a tragedy; they process their grief while vacationing in rural Montana, where they explore human connection amid their profound sorrow.", "Drama", "0", "TV-MA", "yellowstone franchise, montana, ranch, legacy, family dynasty", "US", "58", "DOWN 10", "", "", "Michelle Pfeiffer, Kurt Russell, Beau Garrett", "Michelle Pfeiffer, Kurt Russell, Beau Garrett, Patrick J. Adams", "", "", "", "", "Bozeman, Montana, USA", "English", "Dolby Surround 5.1", "2.39 : 1", "Color", "0", "0", "TV Series", "True", "False", "False"
"Paradise", "7.9", "82027", "https://www.imdb.com/title/tt27444205/", "https://m.media-amazon.com/images/M/MV5BYTNmMjEwZGYtZWJjNy00MjI2LWI3YmUtNTY3NjVkMmU4MDM0XkEyXkFqcGc@._V1_.jpg", "A Secret Service agent investigates the murder of a former president in a seemingly peaceful community.", "Action, Drama, Mystery", "0", "TV-MA", "conspiracy thriller, dystopian sci fi, male star appears nude, male rear nudity, male nudity", "US", "60", "UP 1", "", "", "Sterling K. Brown, Sarah Shahi, Nicole Brydon Bloom", "Sterling K. Brown, Sarah Shahi, Nicole Brydon Bloom, Julianne Nicholson", "", "", "", "", "Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA", "English", "Dolby Digital", "2.39 : 1", "Color", "10", "32", "TV Series", "True", "False", "False"
"One Piece: Wan pîsu", "9", "355685", "https://www.imdb.com/title/tt0388629/", "https://m.media-amazon.com/images/M/MV5BMTNjNGU4NTUtYmVjMy00YjRiLTkxMWUtNzZkMDNiYjZhNmViXkEyXkFqcGc@._V1_.jpg", "Monkey D. Luffy, a pirate with rubber powers, forms the Straw Hat crew and sails the Grand Line, battling rivals and the World Government on a quest for the legendary treasure One Piece and the title of Pirate King.", "Animation, Action, Adventure", "0", "TV-14", "pirate, monkey d. luffy character, one piece, quest, treasure", "JP", "44", "UP 32", "", "", "Mayumi Tanaka, Akemi Okamura, Tony Beck", "Mayumi Tanaka, Akemi Okamura, Tony Beck, Laurent Vernin", "JPY 10,000,000", "", "", "", "", "Japanese", "Stereo, Dolby Digital", "", "Color", "8", "20", "TV Series", "True", "False", "False"
"Landman", "8.2", "108910", "https://www.imdb.com/title/tt14186672/", "https://m.media-amazon.com/images/M/MV5BNTQ1MzI1ZWYtNWMxMC00NmU4LTlmMjItZjY1NWMyYTdjMjM4XkEyXkFqcGc@._V1_.jpg", "A modern-day tale of fortune seeking in the world of West Texas oil rigs.", "Crime, Drama, Western", "0", "TV-MA", "oil business, contemporary western, female frontal nudity, female full frontal nudity, female rear nudity", "US", "56", "UP 9", "", "", "Billy Bob Thornton, Ali Larter, Demi Moore", "Billy Bob Thornton, Ali Larter, Demi Moore, Jacob Lofland", "", "", "", "", "Fort Worth, Texas, USA", "English, Spanish", "Dolby Digital", "2.00 : 1", "Color", "3", "21", "TV Series", "True", "False", "False"
"ER", "7.9", "78600", "https://www.imdb.com/title/tt0108757/", "https://m.media-amazon.com/images/M/MV5BMzM5NjQ4M2QtNWQyMy00OWUxLWIyZjktNmY2ZjMyZjA2NWE0XkEyXkFqcGc@._V1_.jpg", "The doctors who work in the ER at the County General Hospital in Chicago grapple with ups and downs in their personal and professional lives while trying to give apt medical care to their patients.", "Drama, Romance", "0", "TV-14", "medical care, medical doctor, ensemble cast, hospital patient, illinois", "US", "65", "UP 6", "", "", "Anthony Edwards, George Clooney, Julianna Margulies", "Anthony Edwards, George Clooney, Julianna Margulies, Noah Wyle", "", "", "", "", "Chicago, Illinois, USA", "English", "Dolby", "1.78 : 1", "Color", "158", "370", "TV Series", "True", "False", "False"
"Daredevil: Born Again", "8.1", "108404", "https://www.imdb.com/title/tt18923754/", "https://m.media-amazon.com/images/M/MV5BNDBkMWRhMzEtM2M0Ny00OGZhLThkZGMtMTY1NWUwZWNhODdiXkEyXkFqcGc@._V1_.jpg", "Matt Murdock finds himself on a collision course with Wilson Fisk when their past identities begin to emerge.", "Action, Crime, Drama", "0", "TV-MA", "daredevil the marvel comics character, the punisher character, marvel shared universe, violence, marvel cinematic universe", "US", "48", "DOWN 10", "", "", "Charlie Cox, Vincent D'Onofrio, Arty Froushan", "Charlie Cox, Vincent D'Onofrio, Arty Froushan, Michael Gandolfini", "", "", "", "", "New York City, New York, USA", "English", "Dolby Atmos", "2.39 : 1", "Color", "1", "7", "TV Series", "True", "False", "False"
"Shrinking", "8.2", "124971", "https://www.imdb.com/title/tt15677150/", "https://m.media-amazon.com/images/M/MV5BYmU3Yjg0Y2UtN2E5Yy00NzYyLThlNzQtOTI2YWE2OWJhYTUyXkEyXkFqcGc@._V1_.jpg", "A grieving therapist starts to tell his clients exactly what he thinks. Ignoring his training and ethics, he finds himself making huge changes to people&apos;s lives - including his own.", "Comedy, Drama", "0", "TV-MA", "therapy, therapist patient relationship, patient, therapist, parkison disease", "US", "71", "UP 8", "", "", "Jason Segel, Jessica Williams, Harrison Ford", "Jason Segel, Jessica Williams, Harrison Ford, Luke Tennie", "", "", "", "", "Central Park, 275 S Raymond Ave, Pasadena, California, USA", "English", "Stereo", "2.00 : 1", "Color", "12", "62", "TV Series", "True", "False", "False"
